Pub_date,Topics,Title,Author,Publisher,Language,Description,Access_restricted,Added_date,Pdf_link,TXT_link,ISBN
2019-01-21,#Null,09 – Hetty’s World,George Eliot,#Null,English,#Null,#Null,2019-01-29 08:28:36,#Null,/download/podcast_adam-bede-by-george-eliot_09-hettys-world_1000316916141/podcast_adam-bede-by-george-eliot_09-hettys-world_1000316916141_vbr.m3u,[]
2018-12-30,#Null,31 – In Hetty’s Bed-Chamber,George Eliot,#Null,English,#Null,#Null,2019-01-29 11:16:58,#Null,/download/podcast_adam-bede-by-george-eliot_31-in-hettys-bed-chamber_1000316916170/podcast_adam-bede-by-george-eliot_31-in-hettys-bed-chamber_1000316916170_vbr.m3u,[]
2019-01-24,#Null,06 – The Hall Farm,George Eliot,#Null,English,#Null,#Null,2019-01-29 08:34:57,#Null,/download/podcast_adam-bede-by-george-eliot_06-the-hall-farm_1000316916119/podcast_adam-bede-by-george-eliot_06-the-hall-farm_1000316916119_vbr.m3u,[]
2018-01-04,#Null,Chapter 17,George Eliot,#Null,English,#Null,true,2018-06-21 03:03:37,#Null,#Null,[]
2018-01-12,#Null,Chapter 09,George Eliot,#Null,English,#Null,true,2018-06-20 23:58:45,#Null,#Null,[]
2018-01-16,#Null,Chapter 05,George Eliot,#Null,English,#Null,true,2018-06-21 03:25:36,#Null,#Null,[]
2018-01-06,#Null,Chapter 15,George Eliot,#Null,English,#Null,true,2018-06-21 03:52:05,#Null,#Null,[]
2017-11-28,#Null,Chapter 54,George Eliot,#Null,English,#Null,true,2018-01-20 18:28:08,#Null,#Null,[]
2017-12-10,#Null,Chapter 42,George Eliot,#Null,English,#Null,true,2018-01-20 17:14:44,#Null,#Null,[]
2017-12-19,#Null,Chapter 33,George Eliot,#Null,English,#Null,true,2018-01-20 15:58:59,#Null,#Null,[]
2017-07-08,#Null,54 – The Meeting on the Hill,George Eliot,#Null,English,#Null,true,2017-08-31 14:18:28,#Null,#Null,[]
2017-07-11,#Null,51 – Sunday Morning,George Eliot,#Null,English,#Null,true,2017-08-31 14:18:12,#Null,#Null,[]
2017-07-27,#Null,35 – The Hidden Dread,George Eliot,#Null,English,#Null,true,2017-08-31 14:17:21,#Null,#Null,[]
2017-07-17,#Null,45 – In the Prison,George Eliot,#Null,English,#Null,true,2017-08-31 14:18:07,#Null,#Null,[]
2017-12-17,#Null,Chapter 35 – 01:,George Eliot,#Null,English,#Null,true,2018-01-20 16:27:33,#Null,#Null,[]
2017-07-21,#Null,41 – The Eve of the Trial,George Eliot,#Null,English,#Null,true,2017-08-31 14:17:52,#Null,#Null,[]
2017-08-16,#Null,15 – The Two Bed-Chambers,George Eliot,#Null,English,#Null,true,2017-08-31 14:15:56,#Null,#Null,[]
2019-01-29,#Null,01 – The Workshop,George Eliot,#Null,English,#Null,#Null,2019-01-29 06:53:20,#Null,/download/podcast_adam-bede-by-george-eliot_01-the-workshop_1000316916123/podcast_adam-bede-by-george-eliot_01-the-workshop_1000316916123_vbr.m3u,[]
2018-12-24,#Null,43 – The Verdict,George Eliot,#Null,English,#Null,#Null,2019-02-04 21:43:48,#Null,/download/podcast_adam-bede-by-george-eliot_43-the-verdict_1000316916173/podcast_adam-bede-by-george-eliot_43-the-verdict_1000316916173_vbr.m3u,[]
2017-08-14,#Null,17 – In Which The Story Pauses A Little,George Eliot,#Null,English,#Null,true,2017-08-31 14:16:02,#Null,#Null,[]
2018-12-15,#Null,52 – Adam and Dinah,George Eliot,#Null,English,#Null,#Null,2019-02-04 21:43:41,#Null,/download/podcast_adam-bede-by-george-eliot_52-adam-dinah_1000316916147/podcast_adam-bede-by-george-eliot_52-adam-dinah_1000316916147_vbr.m3u,[]
2018-12-30,#Null,37  – The Journey in Despair,George Eliot,#Null,English,#Null,#Null,2019-02-04 22:01:34,#Null,/download/podcast_adam-bede-by-george-eliot_37-the-journey-despair_1000316916133/podcast_adam-bede-by-george-eliot_37-the-journey-despair_1000316916133_vbr.m3u,[]
2019-01-17,#Null,13 – Evening In The Wood,George Eliot,#Null,English,#Null,#Null,2019-01-29 08:38:50,#Null,/download/podcast_adam-bede-by-george-eliot_13-evening-in-the-wood_1000316916131/podcast_adam-bede-by-george-eliot_13-evening-in-the-wood_1000316916131_vbr.m3u,[]
2018-12-25,#Null,42 – The Morning of the Trial,George Eliot,#Null,English,#Null,#Null,2019-02-04 21:49:00,#Null,/download/podcast_adam-bede-by-george-eliot_42-the-morning-trial_1000316916150/podcast_adam-bede-by-george-eliot_42-the-morning-trial_1000316916150_vbr.m3u,[]
2018-12-31,#Null,30 – The Delivery of the Letter,George Eliot,#Null,English,#Null,#Null,2019-01-29 11:08:22,#Null,/download/podcast_adam-bede-by-george-eliot_30-the-delivery-lette_1000316916126/podcast_adam-bede-by-george-eliot_30-the-delivery-lette_1000316916126_vbr.m3u,[]
2019-01-08,#Null,22 – Going to the Birthday Feast,George Eliot,#Null,English,#Null,#Null,2019-01-29 10:07:35,#Null,/download/podcast_adam-bede-by-george-eliot_22-going-to-birthday-fea_1000316916155/podcast_adam-bede-by-george-eliot_22-going-to-birthday-fea_1000316916155_vbr.m3u,[]
2018-01-13,#Null,Chapter 08,George Eliot,#Null,English,#Null,true,2018-06-21 04:11:37,#Null,#Null,[]
2017-11-25,#Null,Chapter 57,George Eliot,#Null,English,#Null,true,2018-01-20 18:51:33,#Null,#Null,[]
2017-12-03,#Null,Chapter 49,George Eliot,#Null,English,#Null,true,2018-01-20 17:53:11,#Null,#Null,[]
2017-11-29,#Null,Chapter 53,George Eliot,#Null,English,#Null,true,2018-01-20 18:27:02,#Null,#Null,[]
2017-11-21,#Null,Chapter 61,George Eliot,#Null,English,#Null,true,2018-01-20 19:03:59,#Null,#Null,[]
2017-11-27,#Null,Chapter 55,George Eliot,#Null,English,#Null,true,2018-01-20 18:32:48,#Null,#Null,[]
2017-12-31,#Null,Chapter 21,George Eliot,#Null,English,#Null,true,2018-01-20 14:42:52,#Null,#Null,[]
2017-12-23,#Null,Chapter 29,George Eliot,#Null,English,#Null,true,2018-01-20 15:30:34,#Null,#Null,[]
2018-01-02,#Null,Chapter 19,George Eliot,#Null,English,#Null,true,2018-06-21 03:13:00,#Null,#Null,[]
2017-12-27,#Null,Chapter 25,George Eliot,#Null,English,#Null,true,2018-01-20 15:09:06,#Null,#Null,[]
2017-08-13,#Null,18 – Church,George Eliot,#Null,English,#Null,true,2017-08-31 14:16:10,#Null,#Null,[]
2017-08-28,#Null,03 – After the Preaching,George Eliot,#Null,English,#Null,true,2017-08-31 14:15:10,#Null,#Null,[]
2017-07-28,#Null,34 – The Betrothal,George Eliot,#Null,English,#Null,true,2017-08-31 14:17:22,#Null,#Null,[]
2017-08-25,#Null,06 – The Hall Farm,George Eliot,#Null,English,#Null,true,2017-08-31 14:15:27,#Null,#Null,[]
2017-07-14,#Null,48 – Another Meeting in the Wood,George Eliot,#Null,English,#Null,true,2017-08-31 14:18:08,#Null,#Null,[]
2017-08-21,#Null,10 – Dinah Visits Lisbeth,George Eliot,#Null,English,#Null,true,2017-08-31 14:15:42,#Null,#Null,[]
2017-08-19,#Null,12 – In the Wood,George Eliot,#Null,English,#Null,true,2017-08-31 14:15:48,#Null,#Null,[]
2019-01-14,#Null,16 – Links,George Eliot,#Null,English,#Null,#Null,2019-01-29 08:58:47,#Null,/download/podcast_adam-bede-by-george-eliot_16-links_1000316916130/podcast_adam-bede-by-george-eliot_16-links_1000316916130_vbr.m3u,[]
2019-01-03,#Null,33 – More Links,George Eliot,#Null,English,#Null,#Null,2019-02-04 21:43:55,#Null,/download/podcast_adam-bede-by-george-eliot_33-more-links_1000316916168/podcast_adam-bede-by-george-eliot_33-more-links_1000316916168_vbr.m3u,[]
2017-08-06,#Null,"25 – Book 3, Chapter 25: The Games",George Eliot,#Null,English,#Null,true,2017-08-31 14:16:43,#Null,#Null,[]
2019-01-19,#Null,11 – In The Cottage,George Eliot,#Null,English,#Null,#Null,2019-01-29 08:29:39,#Null,/download/podcast_adam-bede-by-george-eliot_11-in-the-cottage_1000316916145/podcast_adam-bede-by-george-eliot_11-in-the-cottage_1000316916145_vbr.m3u,[]
2019-01-01,#Null,"29 – Book 4,Chapter 29:The Next Morning",George Eliot,#Null,English,#Null,#Null,2019-01-29 10:59:14,#Null,/download/podcast_adam-bede-by-george-eliot_29-book-4chapter-29the-nex_1000316916156/podcast_adam-bede-by-george-eliot_29-book-4chapter-29the-nex_1000316916156_vbr.m3u,[]
2019-01-09,#Null,21 – The Night School and the Schoolmaster,George Eliot,#Null,English,#Null,#Null,2019-01-29 09:58:20,#Null,/download/podcast_adam-bede-by-george-eliot_21-the-night-school_1000316916138/podcast_adam-bede-by-george-eliot_21-the-night-school_1000316916138_vbr.m3u,[]
2018-12-27,#Null,40 – The Bitter Waters Spread,George Eliot,#Null,English,#Null,#Null,2019-02-04 21:51:03,#Null,/download/podcast_adam-bede-by-george-eliot_40-the-bitter-waters-spread_1000316916154/podcast_adam-bede-by-george-eliot_40-the-bitter-waters-spread_1000316916154_vbr.m3u,[]
2018-12-21,#Null,46 – The Hours of Suspense,George Eliot,#Null,English,#Null,#Null,2019-02-04 21:46:58,#Null,/download/podcast_adam-bede-by-george-eliot_46-the-hours-suspense_1000316916142/podcast_adam-bede-by-george-eliot_46-the-hours-suspense_1000316916142_vbr.m3u,[]
2018-12-28,#Null,39 – The Tidings,George Eliot,#Null,English,#Null,#Null,2019-02-04 21:51:37,#Null,/download/podcast_adam-bede-by-george-eliot_39-the-tidings_1000316916152/podcast_adam-bede-by-george-eliot_39-the-tidings_1000316916152_vbr.m3u,[]
2019-01-15,#Null,15 – The Two Bed-Chambers,George Eliot,#Null,English,#Null,#Null,2019-01-29 08:49:26,#Null,/download/podcast_adam-bede-by-george-eliot_15-the-two-bed-chambers_1000316916153/podcast_adam-bede-by-george-eliot_15-the-two-bed-chambers_1000316916153_vbr.m3u,[]
2017-12-13,#Null,Chapter 39,George Eliot,#Null,English,#Null,true,2018-01-20 16:39:19,#Null,#Null,[]
2017-11-20,#Null,Chapter 62,George Eliot,#Null,English,#Null,true,2018-01-20 19:34:16,#Null,#Null,[]
2017-11-28,#Null,Chapter 66,George Eliot,#Null,English,#Null,true,2018-02-01 05:37:10,#Null,#Null,[]
2017-11-19,#Null,Chapter 63,George Eliot,#Null,English,#Null,true,2018-01-20 19:33:45,#Null,#Null,[]
2018-01-14,#Null,Chapter 07,George Eliot,#Null,English,#Null,true,2018-06-20 23:18:48,#Null,#Null,[]
2017-12-29,#Null,Chapter 23,George Eliot,#Null,English,#Null,true,2018-01-20 14:59:25,#Null,#Null,[]
2017-12-25,#Null,Chapter 27,George Eliot,#Null,English,#Null,true,2018-01-20 15:19:18,#Null,#Null,[]
2017-11-27,#Null,Chapter 67,George Eliot,#Null,English,#Null,true,2018-02-01 05:42:31,#Null,#Null,[]
2010-02-06,#Null,"Part 1, Chapter 5",George Eliot,#Null,English,#Null,true,2020-02-24 01:08:24,#Null,#Null,[]
2010-02-06,#Null,"Part 1, Chapter 2",George Eliot,#Null,English,#Null,true,2020-02-24 01:08:23,#Null,#Null,[]
2010-02-06,#Null,"Part 1, Chapter 12",George Eliot,#Null,English,#Null,true,2020-02-24 01:08:16,#Null,#Null,[]
2010-02-06,#Null,"Part 2, Chapter 17",George Eliot,#Null,English,#Null,true,2020-02-24 01:08:29,#Null,#Null,[]
2010-02-06,#Null,"Part 2, Chapter 21",George Eliot,#Null,English,#Null,true,2020-02-24 01:08:34,#Null,#Null,[]
2010-02-06,#Null,"Part 1, Chapter 3",George Eliot,#Null,English,#Null,true,2020-02-24 01:08:22,#Null,#Null,[]
2017-07-31,#Null,31 – In Hetty’s Bed-Chamber,George Eliot,#Null,English,#Null,true,2017-08-31 14:17:08,#Null,#Null,[]
2017-07-29,#Null,33 – More Links,George Eliot,#Null,English,#Null,true,2017-08-31 14:17:16,#Null,#Null,[]
2017-08-27,#Null,04 – Home and Its Sorrows,George Eliot,#Null,English,#Null,true,2017-08-31 14:15:16,#Null,#Null,[]
2017-08-29,#Null,02 – The Preaching,George Eliot,#Null,English,#Null,true,2017-08-31 14:15:10,#Null,#Null,[]
2017-08-18,#Null,13 – Evening In The Wood,George Eliot,#Null,English,#Null,true,2017-08-31 14:15:49,#Null,#Null,[]
2017-08-26,#Null,05 – The Rector,George Eliot,#Null,English,#Null,true,2017-08-31 14:15:21,#Null,#Null,[]
2017-07-25,#Null,37  – The Journey in Despair,George Eliot,#Null,English,#Null,true,2017-08-31 14:17:37,#Null,#Null,[]
2017-07-20,#Null,42 – The Morning of the Trial,George Eliot,#Null,English,#Null,true,2017-08-31 14:17:53,#Null,#Null,[]
2017-07-18,#Null,44 – Arthur’s Return,George Eliot,#Null,English,#Null,true,2017-08-31 14:18:00,#Null,#Null,[]
2018-12-29,#Null,38 – The Quest,George Eliot,#Null,English,#Null,#Null,2019-02-04 21:57:10,#Null,/download/podcast_adam-bede-by-george-eliot_38-the-quest_1000316916165/podcast_adam-bede-by-george-eliot_38-the-quest_1000316916165_vbr.m3u,[]
2017-08-04,#Null,27 – A Crisis,George Eliot,#Null,English,#Null,true,2017-08-31 14:16:56,#Null,#Null,[]
2019-01-12,#Null,18 – Church,George Eliot,#Null,English,#Null,#Null,2019-01-29 09:26:46,#Null,/download/podcast_adam-bede-by-george-eliot_18-church_1000316916120/podcast_adam-bede-by-george-eliot_18-church_1000316916120_vbr.m3u,[]
2019-01-20,#Null,10 – Dinah Visits Lisbeth,George Eliot,#Null,English,#Null,#Null,2019-01-29 08:32:29,#Null,/download/podcast_adam-bede-by-george-eliot_10-dinah-visits-lisbeth_1000316916169/podcast_adam-bede-by-george-eliot_10-dinah-visits-lisbeth_1000316916169_vbr.m3u,[]
2018-12-31,#Null,36 – The Journey of Hope,George Eliot,#Null,English,#Null,#Null,2019-02-04 21:52:54,#Null,/download/podcast_adam-bede-by-george-eliot_36-the-journey-hope_1000316916129/podcast_adam-bede-by-george-eliot_36-the-journey-hope_1000316916129_vbr.m3u,[]
2018-12-14,#Null,53 – The Harvest Supper,George Eliot,#Null,English,#Null,#Null,2019-02-04 21:44:13,#Null,/download/podcast_adam-bede-by-george-eliot_53-the-harvest-supper_1000316916171/podcast_adam-bede-by-george-eliot_53-the-harvest-supper_1000316916171_vbr.m3u,[]
2019-01-28,#Null,02 – The Preaching,George Eliot,#Null,English,#Null,#Null,2019-01-29 07:19:47,#Null,/download/podcast_adam-bede-by-george-eliot_02-the-preaching_1000316916151/podcast_adam-bede-by-george-eliot_02-the-preaching_1000316916151_vbr.m3u,[]
2018-12-19,#Null,48 – Another Meeting in the Wood,George Eliot,#Null,English,#Null,#Null,2019-02-04 22:01:22,#Null,/download/podcast_adam-bede-by-george-eliot_48-another-meeting-wo_1000316916172/podcast_adam-bede-by-george-eliot_48-another-meeting-wo_1000316916172_vbr.m3u,[]
2019-01-10,#Null,20 – Adam Visits the Hall Farm,George Eliot,#Null,English,#Null,#Null,2019-01-29 09:44:46,#Null,/download/podcast_adam-bede-by-george-eliot_20-adam-visits-hall-farm_1000316916146/podcast_adam-bede-by-george-eliot_20-adam-visits-hall-farm_1000316916146_vbr.m3u,[]
2010-02-06,#Null,"Part 1, Chapter 7",George Eliot,#Null,English,#Null,true,2020-02-24 01:08:26,#Null,#Null,[]
2010-02-06,#Null,"Part 1, Chapter 9",George Eliot,#Null,English,#Null,true,2020-02-24 01:08:27,#Null,#Null,[]
2010-02-06,#Null,"Part 2, Chapter 20",George Eliot,#Null,English,#Null,true,2020-02-24 01:08:34,#Null,#Null,[]
2010-02-06,#Null,"Part 1, Chapter 10",George Eliot,#Null,English,#Null,true,2020-02-24 01:08:15,#Null,#Null,[]
2015-05-30,#Null,"Silas Marner, Part 1, Chapter 1",George Eliot,#Null,#Null,#Null,#Null,2019-12-10 04:02:50,#Null,/download/podcast_grade-12-summer-audiobook-samp_silas-marner-part-1-chapter_1000343527509/podcast_grade-12-summer-audiobook-samp_silas-marner-part-1-chapter_1000343527509_vbr.m3u,[]
2010-02-06,#Null,"Part 1, Chapter 11",George Eliot,#Null,English,#Null,true,2020-02-24 01:08:16,#Null,#Null,[]
2010-02-06,#Null,"Part 2, Chapter 19",George Eliot,#Null,English,#Null,true,2020-02-24 01:08:29,#Null,#Null,[]
2018-01-17,#Null,Chapter 04,George Eliot,#Null,English,#Null,true,2018-06-20 22:07:34,#Null,#Null,[]
2018-01-20,#Null,Chapter 01,George Eliot,#Null,English,#Null,true,2018-06-21 03:43:09,#Null,#Null,[]
2018-01-03,#Null,Chapter 18,George Eliot,#Null,English,#Null,true,2018-06-21 02:41:18,#Null,#Null,[]
2017-12-20,#Null,Chapter 32,George Eliot,#Null,English,#Null,true,2018-01-20 15:56:12,#Null,#Null,[]
2017-12-18,#Null,Chapter 34,George Eliot,#Null,English,#Null,true,2018-01-20 16:02:29,#Null,#Null,[]
2017-12-11,#Null,Chapter 41,George Eliot,#Null,English,#Null,true,2018-01-20 16:51:20,#Null,#Null,[]
2017-12-06,#Null,Chapter 46,George Eliot,#Null,English,#Null,true,2018-01-20 17:29:13,#Null,#Null,[]
2017-11-22,#Null,Chapter 60,George Eliot,#Null,English,#Null,true,2018-01-20 18:58:05,#Null,#Null,[]
2017-12-05,#Null,Chapter 47,George Eliot,#Null,English,#Null,true,2018-01-20 17:31:03,#Null,#Null,[]
2017-12-07,#Null,Chapter 45,George Eliot,#Null,English,#Null,true,2018-01-20 17:25:18,#Null,#Null,[]
2017-08-15,#Null,16 – Links,George Eliot,#Null,English,#Null,true,2017-08-31 14:16:01,#Null,#Null,[]
2018-01-18,#Null,Chapter 03,George Eliot,#Null,English,#Null,true,2018-06-20 22:42:15,#Null,#Null,[]
2017-12-04,#Null,Chapter 48 – 01:,George Eliot,#Null,English,#Null,true,2018-01-20 17:53:13,#Null,#Null,[]
2017-07-12,#Null,50 – In the Cottage,George Eliot,#Null,English,#Null,true,2017-08-31 14:18:12,#Null,#Null,[]
2017-08-03,#Null,28 – A Dilemma,George Eliot,#Null,English,#Null,true,2017-08-31 14:16:50,#Null,#Null,[]
2017-07-19,#Null,43 – The Verdict,George Eliot,#Null,English,#Null,true,2017-08-31 14:17:59,#Null,#Null,[]
2017-08-07,#Null,24 – The Health-Drinking,George Eliot,#Null,English,#Null,true,2017-08-31 14:16:35,#Null,#Null,[]
2017-07-15,#Null,47 – The Last Moment,George Eliot,#Null,English,#Null,true,2017-08-31 14:18:06,#Null,#Null,[]
2017-07-13,#Null,"49 – Book 6, Chapter 49: At the Hall Farm",George Eliot,#Null,English,#Null,true,2017-08-31 14:18:07,#Null,#Null,[]
2017-08-05,#Null,"26 – Book 3, Chapter 26: The Dance",George Eliot,#Null,English,#Null,true,2017-08-31 14:16:44,#Null,#Null,[]
2019-01-01,#Null,35 – The Hidden Dread,George Eliot,#Null,English,#Null,#Null,2019-02-04 21:52:32,#Null,/download/podcast_adam-bede-by-george-eliot_35-the-hidden-dread_1000316916149/podcast_adam-bede-by-george-eliot_35-the-hidden-dread_1000316916149_vbr.m3u,[]
2019-01-02,#Null,28 – A Dilemma,George Eliot,#Null,English,#Null,#Null,2019-01-29 10:52:20,#Null,/download/podcast_adam-bede-by-george-eliot_28-a-dilemma_1000316916121/podcast_adam-bede-by-george-eliot_28-a-dilemma_1000316916121_vbr.m3u,[]
2018-12-16,#Null,51 – Sunday Morning,George Eliot,#Null,English,#Null,#Null,2019-02-04 21:52:44,#Null,/download/podcast_adam-bede-by-george-eliot_51-sunday-morning_1000316916158/podcast_adam-bede-by-george-eliot_51-sunday-morning_1000316916158_vbr.m3u,[]
2019-01-13,#Null,17 – In Which The Story Pauses A Little,George Eliot,#Null,English,#Null,#Null,2019-01-29 09:06:52,#Null,/download/podcast_adam-bede-by-george-eliot_17-in-which-the-story-pauses_1000316916124/podcast_adam-bede-by-george-eliot_17-in-which-the-story-pauses_1000316916124_vbr.m3u,[]
2017-07-06,#Null,56 – Epilogue,George Eliot,#Null,English,#Null,true,2017-08-31 14:18:27,#Null,#Null,[]
2017-11-29,#Null,Chapter 65,George Eliot,#Null,English,#Null,true,2018-02-01 05:32:21,#Null,#Null,[]
2017-12-21,#Null,Chapter 31,George Eliot,#Null,English,#Null,true,2018-01-20 15:45:58,#Null,#Null,[]
2017-12-16,#Null,Chapter 36,George Eliot,#Null,English,#Null,true,2018-01-20 16:25:24,#Null,#Null,[]
2017-12-14,#Null,Chapter 38,George Eliot,#Null,English,#Null,true,2018-01-20 16:36:52,#Null,#Null,[]
2017-12-08,#Null,Chapter 44,George Eliot,#Null,English,#Null,true,2018-01-20 17:20:15,#Null,#Null,[]
2017-11-24,#Null,Chapter 58,George Eliot,#Null,English,#Null,true,2018-01-20 18:52:17,#Null,#Null,[]
2017-11-23,#Null,Chapter 59,George Eliot,#Null,English,#Null,true,2018-01-20 18:52:28,#Null,#Null,[]
2017-11-26,#Null,Chapter 56,George Eliot,#Null,English,#Null,true,2018-01-20 18:51:46,#Null,#Null,[]
2017-11-24,#Null,Chapter 70,George Eliot,#Null,English,#Null,#Null,2018-02-01 06:00:33,#Null,/download/podcast_daniel-deronda-by-george-eliot_chapter-70_316898368/podcast_daniel-deronda-by-george-eliot_chapter-70_316898368_vbr.m3u,[]
2019-01-05,#Null,"25 – Book 3, Chapter 25: The Games",George Eliot,#Null,English,#Null,#Null,2019-01-29 10:26:28,#Null,/download/podcast_adam-bede-by-george-eliot_25-book-3-chapter-25-the-g_1000316916135/podcast_adam-bede-by-george-eliot_25-book-3-chapter-25-the-g_1000316916135_vbr.m3u,[]
2017-07-09,#Null,53 – The Harvest Supper,George Eliot,#Null,English,#Null,true,2017-08-31 14:18:29,#Null,#Null,[]
2017-08-30,#Null,01 – The Workshop,George Eliot,#Null,English,#Null,true,2017-08-31 14:15:04,#Null,#Null,[]
2017-08-08,#Null,23 – Dinner-Time,George Eliot,#Null,English,#Null,true,2017-08-31 14:16:35,#Null,#Null,[]
2017-08-22,#Null,09 – Hetty’s World,George Eliot,#Null,English,#Null,true,2017-08-31 14:15:33,#Null,#Null,[]
2017-08-12,#Null,19 – Adam on a Working Day,George Eliot,#Null,English,#Null,true,2017-08-31 14:16:07,#Null,#Null,[]
2017-07-26,#Null,36 – The Journey of Hope,George Eliot,#Null,English,#Null,true,2017-08-31 14:17:29,#Null,#Null,[]
2019-01-16,#Null,14 – The Return Home,George Eliot,#Null,English,#Null,#Null,2019-01-29 08:37:44,#Null,/download/podcast_adam-bede-by-george-eliot_14-the-return-home_1000316916143/podcast_adam-bede-by-george-eliot_14-the-return-home_1000316916143_vbr.m3u,[]
2018-12-13,#Null,54 – The Meeting on the Hill,George Eliot,#Null,English,#Null,#Null,2019-02-04 21:41:37,#Null,/download/podcast_adam-bede-by-george-eliot_54-the-meeting-on-hill_1000316916148/podcast_adam-bede-by-george-eliot_54-the-meeting-on-hill_1000316916148_vbr.m3u,[]
2018-12-20,#Null,47 – The Last Moment,George Eliot,#Null,English,#Null,#Null,2019-02-04 21:40:47,#Null,/download/podcast_adam-bede-by-george-eliot_47-the-last-moment_1000316916127/podcast_adam-bede-by-george-eliot_47-the-last-moment_1000316916127_vbr.m3u,[]
2019-01-11,#Null,19 – Adam on a Working Day,George Eliot,#Null,English,#Null,#Null,2019-01-29 09:36:30,#Null,/download/podcast_adam-bede-by-george-eliot_19-adam-on-working-day_1000316916174/podcast_adam-bede-by-george-eliot_19-adam-on-working-day_1000316916174_vbr.m3u,[]
2010-02-06,#Null,"Part 1, Chapter 13",George Eliot,#Null,English,#Null,true,2020-02-24 01:08:18,#Null,#Null,[]
2018-01-05,#Null,Chapter 16,George Eliot,#Null,English,#Null,true,2018-06-21 02:55:24,#Null,#Null,[]
2017-12-26,#Null,Chapter 26,George Eliot,#Null,English,#Null,true,2018-01-20 15:15:28,#Null,#Null,[]
2017-11-25,#Null,Chapter 69,George Eliot,#Null,English,#Null,true,2018-02-01 05:58:01,#Null,#Null,[]
2018-01-09,#Null,Chapter 12,George Eliot,#Null,English,#Null,true,2018-06-21 04:42:34,#Null,#Null,[]
2017-07-07,#Null,55 – Marriage Bells,George Eliot,#Null,English,#Null,true,2017-08-31 14:18:27,#Null,#Null,[]
2017-08-17,#Null,14 – The Return Home,George Eliot,#Null,English,#Null,true,2017-08-31 14:15:48,#Null,#Null,[]
2017-08-20,#Null,11 – In The Cottage,George Eliot,#Null,English,#Null,true,2017-08-31 14:15:40,#Null,#Null,[]
2017-08-23,#Null,08 – A Vocation,George Eliot,#Null,English,#Null,true,2017-08-31 14:15:28,#Null,#Null,[]
2017-07-16,#Null,46 – The Hours of Suspense,George Eliot,#Null,English,#Null,true,2017-08-31 14:18:05,#Null,#Null,[]
2017-08-01,#Null,30 – The Delivery of the Letter,George Eliot,#Null,English,#Null,true,2017-08-31 14:17:03,#Null,#Null,[]
2017-07-22,#Null,40 – The Bitter Waters Spread,George Eliot,#Null,English,#Null,true,2017-08-31 14:17:52,#Null,#Null,[]
2019-01-26,#Null,04 – Home and Its Sorrows,George Eliot,#Null,English,#Null,#Null,2019-01-29 07:07:06,#Null,/download/podcast_adam-bede-by-george-eliot_04-home-its-sorrows_1000316916139/podcast_adam-bede-by-george-eliot_04-home-its-sorrows_1000316916139_vbr.m3u,[]
2018-12-23,#Null,44 – Arthur’s Return,George Eliot,#Null,English,#Null,#Null,2019-02-04 21:40:16,#Null,/download/podcast_adam-bede-by-george-eliot_44-arthurs-return_1000316916136/podcast_adam-bede-by-george-eliot_44-arthurs-return_1000316916136_vbr.m3u,[]
2019-01-22,#Null,08 – A Vocation,George Eliot,#Null,English,#Null,#Null,2019-01-29 08:35:51,#Null,/download/podcast_adam-bede-by-george-eliot_08-a-vocation_1000316916159/podcast_adam-bede-by-george-eliot_08-a-vocation_1000316916159_vbr.m3u,[]
2017-08-02,#Null,"29 – Book 4,Chapter 29:The Next Morning",George Eliot,#Null,English,#Null,true,2017-08-31 14:16:55,#Null,#Null,[]
2018-12-17,#Null,50 – In the Cottage,George Eliot,#Null,English,#Null,#Null,2019-02-04 21:45:50,#Null,/download/podcast_adam-bede-by-george-eliot_50-in-cottage_1000316916161/podcast_adam-bede-by-george-eliot_50-in-cottage_1000316916161_vbr.m3u,[]
2019-01-06,#Null,24 – The Health-Drinking,George Eliot,#Null,English,#Null,#Null,2019-01-29 10:17:35,#Null,/download/podcast_adam-bede-by-george-eliot_24-the-health-drinking_1000316916167/podcast_adam-bede-by-george-eliot_24-the-health-drinking_1000316916167_vbr.m3u,[]
2019-01-07,#Null,23 – Dinner-Time,George Eliot,#Null,English,#Null,#Null,2019-01-29 10:12:04,#Null,/download/podcast_adam-bede-by-george-eliot_23-dinner-time_1000316916163/podcast_adam-bede-by-george-eliot_23-dinner-time_1000316916163_vbr.m3u,[]
2018-12-18,#Null,"49 – Book 6, Chapter 49: At the Hall Farm",George Eliot,#Null,English,#Null,#Null,2019-02-04 21:56:02,#Null,/download/podcast_adam-bede-by-george-eliot_49-book-6-chapter-49-at-th_1000316916128/podcast_adam-bede-by-george-eliot_49-book-6-chapter-49-at-th_1000316916128_vbr.m3u,[]
2010-02-06,#Null,"Part 1, Chapter 8",George Eliot,#Null,English,#Null,true,2020-02-24 01:08:27,#Null,#Null,[]
2010-02-06,#Null,"Part 2, Chapter 18",George Eliot,#Null,English,#Null,true,2020-02-24 01:08:29,#Null,#Null,[]
2010-02-06,#Null,"Part 1, Chapter 14",George Eliot,#Null,English,#Null,true,2020-02-24 01:08:19,#Null,#Null,[]
2010-02-05,#Null,"Part 1, Chapter 1",George Eliot,#Null,English,#Null,true,2020-02-24 01:08:21,#Null,#Null,[]
2010-02-06,#Null,"Part 1, Chapter 6",George Eliot,#Null,English,#Null,true,2020-02-24 01:08:26,#Null,#Null,[]
