Pub_date,Topics,Title,Author,Publisher,Language,Description,Access_restricted,Added_date,Pdf_link,TXT_link,ISBN
2016-10-20,BBC,"Book of the Week : BBC Radio 4 Extra : October 20, 2016 02:45PM-03:00PM BST",#Null,#Null,English,"Lionel Bart's musical 'Oliver!' opens to great acclaim.
",true,2016-10-20 15:22:14,#Null,#Null,[]
2016-10-19,BBC,"Book of the Week : BBC Radio 4 Extra : October 19, 2016 02:45PM-03:00PM BST",#Null,#Null,English,"Lionel Bart begins work on his musical masterpiece, 'Oliver!'.
",true,2016-10-19 14:04:15,#Null,#Null,[]
2016-10-18,BBC,"Foley and McColl: The Interview : BBC Radio 4 Extra : October 18, 2016 09:45AM-10:00AM BST",#Null,#Null,English,"Has Sean's hobby of historical re-enactment gone too far?
",true,2016-10-18 10:45:29,#Null,#Null,[]
2016-10-21,BBC,"Book of the Week : BBC Radio 4 Extra : October 21, 2016 02:45AM-03:00AM BST",#Null,#Null,English,"Lionel Bart's musical 'Oliver!' opens to great acclaim.
",true,2016-10-21 02:03:58,#Null,#Null,[]
2016-10-19,BBC,"Up the Garden Path : BBC Radio 4 Extra : October 19, 2016 09:30AM-10:00AM BST",#Null,#Null,English,"With several other men vying for her attention, Izzy tries to break up with Razors.
",true,2016-10-19 09:05:15,#Null,#Null,[]
2016-10-17,BBC,"Book of the Week : BBC Radio 4 Extra : October 17, 2016 02:45PM-03:00PM BST",#Null,#Null,English,"Bart's East End childhood and early exposure to music.
",true,2016-10-17 14:04:11,#Null,#Null,[]
2010-06-17,#Null,Hooting Yard On The Air: The Alignment Of Tree Clumps In The East Kent Area,Frank Key,#Null,#Null,The Song Of The Borts Of Pray - 08:26,#Null,2020-12-23 02:59:42,#Null,/download/hy0_hooting_yard_2010-06-17/hooting_yard_2010-06-17.mp3,[]
2012-08-09,#Null,Hooting Yard On The Air: On Gas Rig Monkeys,Frank Key,#Null,#Null,On Natty Dread - 09:18,#Null,2020-12-23 04:12:05,#Null,/download/hy0_hooting_yard_2012-08-09/hooting_yard_2012-08-09.mp3,[]
2020-09-28,George,"George Eliot, Notre Contemporaine",France Culture,#Null,French,"
",#Null,2020-11-01 09:44:26,#Null,/compress/george-eliot-notre-contemporaine/formats=VBR MP3&file=/george-eliot-notre-contemporaine.zip,[]
2018-10-15,podcast,Superlunes 25 George Eliot,Laura,#Null,Spanish,#Null,#Null,2022-01-07 19:49:26,#Null,/download/superlunes-25-george-eliot/superlunes-25-george-eliot_vbr.m3u,[]
1998,The Mill On The Floss,The Mill On The Floss (George Eliot),Victorian Vault,#Null,#Null,#Null,#Null,#Null,#Null,/download/TheMillOnTheFlossGeorgeElliot/TheMillOnTheFlossGeorgeElliot_archive.torrent,[]
2001-07,Mary Ann Evans,Adam Bede - BBC Period Drama,George Eliot - Mary Ann Evans,#Null,English,George Eliot's haunting story of love betrayed and love rewarded.,#Null,2022-02-10 16:34:40,#Null,/download/adam-bede/adam-bede_vbr.m3u,[]
2015-01-01,Adam Bede George Eliot Urdu Books Audio M A English in Urdu,Adam Bede Urdu Syed Irfan Ali Dotcom 96kbps,Syed Irfan Ali .com,#Null,#Null,#Null,#Null,2015-01-30 10:53:53,#Null,/download/AdamBedeUrduSyedIrfanAliDotcom96kbps/AdamBedeUrduSyedIrfanAliDotcom96kbps_vbr.m3u,[]
2019-11-12,short works,Random Knowledge 15,MPDMedia,#Null,English,#Null,#Null,2019-11-12 15:04:01,/download/randomknowledge15/Random%20Knowledge%2015.pdf,/stream/randomknowledge15/Random%20Knowledge%2015_djvu.txt,[]
2015-10-18,gardens,Autumn Garden Adieu,Don Drews Fotofan4life,#Null,English,#Null,#Null,#Null,#Null,/download/362-vs-151003-dd-autumn-garden-adieu/362-vs-151003-dd-autumn-garden-adieu_archive.torrent,[]
2020-10-26,Steckle Woods,Forest Fall Moods; Walking Autumn Woods,Don Drews Fotofan4life,#Null,English,#Null,#Null,#Null,#Null,/download/718-vs-201007-dd-forest-fall-moods-walking-autumn-woods/718-vs-201007-dd-forest-fall-moods-walking-autumn-woods_archive.torrent,[]
2014-09-27,Waterloo Region,"Laurel Creek Autumn Equinox, Waterloo ON Canada",Don Drews Fotofan4life,#Null,English,"
",#Null,#Null,#Null,/download/283-vs-140906-dd-laurel-creek-autumn-equinox-waterloo-ontario/283-vs-140906-dd-laurel-creek-autumn-equinox-waterloo-ontario_archive.torrent,[]
2016-05-03,age,AE 3. MAY. 2016 UT Blog 1.6 FINAL W PIX,Umberto Tosi,#Null,English,#Null,#Null,2016-05-15 06:44:24,#Null,#Null,[]
2021-07-27,classic literature,Classics Condensed Vol. 1,MPDMedia,#Null,English,#Null,#Null,2021-07-27 13:11:01,/download/classics-condensed-vol.-1/Classics%20Condensed%20-%20Vol.%201_page_numbers.json,/download/classics-condensed-vol.-1/__ia_thumb.jpg,[]
2019-08-19,magical realism,The Brown Butterfly,Christian Felt,#Null,English,#Null,#Null,2019-08-24 16:51:42,/download/thebrownbutterfly/The%20Brown%20Butterfly%20-%20Christian%20Felt.pdf,/stream/thebrownbutterfly/The%20Brown%20Butterfly%20-%20Christian%20Felt_djvu.txt,[]
2021-06-29,Thomas Hardy,Thomas Hardy Omnibus,MPDMedia,#Null,English,#Null,#Null,2021-06-29 10:35:55,#Null,/download/thomas-hardy-omnibus/thomas-hardy-omnibus_vbr.m3u,[]
2020-03-24,John Keats,John Keats and Rome's Non-Catholic Cemetery,Keats-Shelley Podcast,#Null,English,"

",#Null,2021-09-30 12:59:00,#Null,/download/kspod-prot-cemetery/kspod-prot-cemetery_vbr.m3u,[]
2000-05-19,video,Karl Marx; A Life (2000),Francis Wheen,#Null,#Null," is the first major biography since the end of the Cold War of the father of Communism. While previous biographers have suffered from an inability to view Marx and his work apart from the regimes spawned in his name, Wheen gives us not a mythical socialist ogre but a fascinating, maddening, ultimately humane man.",#Null,#Null,#Null,/download/francis-wheen-karl-marx-a-life,[]
2019,mas,Mexican War (1846-1848),Victorian Vault,#Null,#Null,#Null,#Null,#Null,#Null,/download/TheMexicanWarDocumentary/TheMexicanWarDocumentary_archive.torrent,[]
2020,Persuasion,"Old Sturbridge Village, Mass.",Victorian Vault,#Null,#Null,#Null,#Null,2020-08-15 05:17:03,#Null,/download/sturbridge-village-fall-plowing/sturbridge-village-fall-plowing_archive.torrent,[]
2020,Civil War,Civil War,Victorian Vault,#Null,#Null,#Null,#Null,2020-08-15 23:30:36,#Null,/download/7-1-d-1-f-9-31-a-002727,[]
2020,John Brown,John Brown,Victorian Vault,#Null,#Null,#Null,#Null,2020-08-16 01:04:18,#Null,/download/harpers_ferry_newspaper,[]
2012,Silas Marner,Great Expectations (An Introduction) Charles Dickens,Victorian Vault,#Null,#Null,#Null,#Null,#Null,#Null,/download/GreatExpectationsAnIntroduction/GreatExpectationsAnIntroduction_archive.torrent,[]
2020,Persuasion,Mordecai Historic Park,Victorian Vault,#Null,#Null,"
",#Null,2020-08-15 05:17:09,#Null,/download/mordecai-historic-park-15-10-02,[]
2019,The Victorian Age,The Victorian Age,Victorian Vault,#Null,#Null,#Null,#Null,#Null,#Null,/download/TheVictorianAge_201902/TheVictorianAge_201902_archive.torrent,[]
2019,Full Audio Book,Crime And Punishment (Fyodor Dostoyevsky) Full Audio Book,Victorian Vault,#Null,#Null,"
",#Null,#Null,/download/CrimeAndPunishmentByFyodorDostoyevskyPart3,/download/CrimeAndPunishmentByFyodorDostoyevskyPart3/CrimeAndPunishmentByFyodorDostoyevskyPart3_archive.torrent,[]
2020,Persuasion,19th Century Faith,Victorian Vault,#Null,#Null,#Null,#Null,2020-08-15 04:04:19,#Null,/download/7860876080-f-47bbd-41ea-o/7860876080-f-47bbd-41ea-o_archive.torrent,[]
2020,Persuasion,19th Century Canals,Victorian Vault,#Null,#Null,#Null,#Null,2020-08-15 03:39:42,#Null,/download/town-creek-aqueduct-with-abandoned-western-md-rr-bridge-in-background-on-c-and-o-canal/town-creek-aqueduct-with-abandoned-western-md-rr-bridge-in-background-on-c-and-o-canal_archive.torrent,[]
2020,Persuasion,Crimes and Calamaties,Victorian Vault,#Null,#Null,"
",#Null,2020-08-15 04:01:14,#Null,/download/05607701/05607701_archive.torrent,[]
2019,Northanger Abbey,Northanger Abbey (Jane Austen),Victorian Vault,#Null,#Null,#Null,#Null,#Null,#Null,/download/NorthangerAbbeyJaneAusten/NorthangerAbbeyJaneAusten_archive.torrent,[]
1995,Persuasion,Persuasion (Jane Austen) Masterpiece Theatre,Victorian Vault,#Null,#Null,#Null,#Null,#Null,#Null,/download/PersuasionJaneAustenPart2/PersuasionJaneAustenPart2_archive.torrent,[]
